0.31992,0.42768,0.2524
0.29775,0.42934,0.27291
0.26688,0.42568,0.30744
0.3341,0.42481,0.24108
0.34403,0.4261,0.22987
0.34408,0.42492,0.231
0.36076,0.42341,0.21583
0.33743,0.42273,0.23984
0.35838,0.43375,0.20787
0.27867,0.41417,0.30715
0.24921,0.41063,0.34016
0.28346,0.4249,0.29164
0.24848,0.41516,0.33636
0.25613,0.41326,0.33061
0.24694,0.41119,0.34188
0.23743,0.41083,0.35174
0.39652,0.40175,0.20172
0.25293,0.41756,0.32951
0.38922,0.40306,0.20772
0.27599,0.42846,0.29555
0.24912,0.42173,0.32915
0.18978,0.39904,0.41118
0.22308,0.41078,0.36614
0.26666,0.41792,0.31543
0.30305,0.41125,0.2857
0.22425,0.40374,0.37201
0.32905,0.4194,0.25154
0.3161,0.41256,0.27135
0.26098,0.42363,0.31539
0.33783,0.42321,0.23896
0.33983,0.42034,0.23984
0.34763,0.42241,0.22995
0.33936,0.42163,0.23902
0.30831,0.43021,0.26148
0.21537,0.47364,0.31099
0.25466,0.47913,0.26621
0.24974,0.47963,0.27063
0.24184,0.46336,0.29479
0.24997,0.46638,0.28364
0.26626,0.46409,0.26965
0.24539,0.46797,0.28664
0.22981,0.46759,0.3026
0.22041,0.45902,0.32057
0.30308,0.4777,0.21922
0.28621,0.47445,0.23934
0.32859,0.47529,0.19612
0.373,0.47581,0.15119
0.37709,0.47644,0.14647
0.37242,0.48012,0.14746
0.2183,0.47447,0.30723
0.20392,0.47116,0.32492
0.29644,0.46962,0.23395
0.31459,0.47392,0.21149
0.36988,0.47816,0.15196
0.26203,0.46915,0.26883
0.34879,0.47374,0.17747
0.28199,0.48023,0.23778
0.27579,0.48135,0.24286
0.26322,0.4805,0.25629
0.38211,0.4772,0.14069
0.27159,0.47634,0.25207
0.36062,0.47276,0.16662
0.21275,0.47222,0.31504
0.20783,0.474,0.31817
0.21043,0.47426,0.31531
0.36857,0.47316,0.15827
0.33163,0.49034,0.17803
0.34572,0.47452,0.17976
0.28594,0.4722,0.24186
0.34191,0.47501,0.18308
0.27054,0.48404,0.24542
0.2357,0.47239,0.29191
0.27689,0.47538,0.24773
0.28,0.48089,0.23911
0.36673,0.48401,0.14927
0.36477,0.48152,0.15371
0.19342,0.44736,0.35922
0.41408,0.46655,0.11937
0.42093,0.46372,0.11534
0.2363,0.46556,0.29814
0.30496,0.47242,0.22262
0.22673,0.47371,0.29956
0.27289,0.4792,0.24791
0.31631,0.47333,0.21036
